考试ID,考试开始时间,考试类型,学科ID,学期ID
140000,2018/1/23 0:00,5,6,1
139988,2018/1/23 0:00,5,7,1
139976,2018/1/23 0:00,5,8,1
139918,2018/1/23 0:00,5,17,1
139884,2018/1/23 0:00,5,59,1
140031,2018/1/23 0:00,5,3,1
140019,2018/1/23 0:00,5,4,1
140007,2018/1/23 0:00,5,5,1
139995,2018/1/23 0:00,5,6,1
139983,2018/1/23 0:00,5,7,1
139971,2018/1/23 0:00,5,8,1
139913,2018/1/23 0:00,5,17,1
139879,2018/1/23 0:00,5,59,1
140059,2018/1/23 0:00,5,1,1
140047,2018/1/23 0:00,5,2,1
140056,2018/1/23 0:00,5,1,1
140044,2018/1/23 0:00,5,2,1
140032,2018/1/23 0:00,5,3,1
140020,2018/1/23 0:00,5,4,1
140008,2018/1/23 0:00,5,5,1
139996,2018/1/23 0:00,5,6,1
139984,2018/1/23 0:00,5,7,1
139972,2018/1/23 0:00,5,8,1
139914,2018/1/23 0:00,5,17,1
139880,2018/1/23 0:00,5,59,1
140061,2018/1/23 0:00,5,1,1
140049,2018/1/23 0:00,5,2,1
140035,2018/1/23 0:00,5,3,1
140023,2018/1/23 0:00,5,4,1
140011,2018/1/23 0:00,5,5,1
139999,2018/1/23 0:00,5,6,1
139987,2018/1/23 0:00,5,7,1
139975,2018/1/23 0:00,5,8,1
139917,2018/1/23 0:00,5,17,1
139883,2018/1/23 0:00,5,59,1
139854,2018/1/23 0:00,5,1,1
139841,2018/1/23 0:00,5,2,1
139828,2018/1/23 0:00,5,3,1
139815,2018/1/23 0:00,5,4,1
139802,2018/1/23 0:00,5,5,1
139789,2018/1/23 0:00,5,6,1
140037,2018/1/23 0:00,5,3,1
140025,2018/1/23 0:00,5,4,1
140013,2018/1/23 0:00,5,5,1
140001,2018/1/23 0:00,5,6,1
139989,2018/1/23 0:00,5,7,1
139977,2018/1/23 0:00,5,8,1
139919,2018/1/23 0:00,5,17,1
139885,2018/1/23 0:00,5,59,1
139776,2018/1/23 0:00,5,7,1
139763,2018/1/23 0:00,5,8,1
139698,2018/1/23 0:00,5,17,1
139872,2018/1/23 0:00,5,59,1
139857,2018/1/23 0:00,5,1,1
139844,2018/1/23 0:00,5,2,1
139831,2018/1/23 0:00,5,3,1
139818,2018/1/23 0:00,5,4,1
139805,2018/1/23 0:00,5,5,1
139792,2018/1/23 0:00,5,6,1
139779,2018/1/23 0:00,5,7,1
139766,2018/1/23 0:00,5,8,1
139701,2018/1/23 0:00,5,17,1
139867,2018/1/23 0:00,5,59,1
139850,2018/1/23 0:00,5,1,1
139855,2018/1/23 0:00,5,1,1
139842,2018/1/23 0:00,5,2,1
139829,2018/1/23 0:00,5,3,1
139816,2018/1/23 0:00,5,4,1
139803,2018/1/23 0:00,5,5,1
139790,2018/1/23 0:00,5,6,1
139777,2018/1/23 0:00,5,7,1
139764,2018/1/23 0:00,5,8,1
139699,2018/1/23 0:00,5,17,1
139873,2018/1/23 0:00,5,59,1
139837,2018/1/23 0:00,5,2,1
139824,2018/1/23 0:00,5,3,1
139811,2018/1/23 0:00,5,4,1
139798,2018/1/23 0:00,5,5,1
139785,2018/1/23 0:00,5,6,1
139772,2018/1/23 0:00,5,7,1
139759,2018/1/23 0:00,5,8,1
139694,2018/1/23 0:00,5,17,1
139865,2018/1/23 0:00,5,59,1
139852,2018/1/23 0:00,5,1,1
139839,2018/1/23 0:00,5,2,1
139826,2018/1/23 0:00,5,3,1
139860,2018/1/23 0:00,5,1,1
139847,2018/1/23 0:00,5,2,1
139834,2018/1/23 0:00,5,3,1
139821,2018/1/23 0:00,5,4,1
139808,2018/1/23 0:00,5,5,1
139795,2018/1/23 0:00,5,6,1
139782,2018/1/23 0:00,5,7,1
139769,2018/1/23 0:00,5,8,1
139704,2018/1/23 0:00,5,17,1
139868,2018/1/23 0:00,5,59,1
145269,2018/10/23 0:00,22,5,7
140442,2018/3/15 0:00,7,4,6
139349,2018/1/26 0:00,3,17,1
139351,2018/1/26 0:00,3,17,1
139315,2018/1/26 0:00,3,59,1
139470,2018/1/26 0:00,3,3,1
138903,2018/1/21 0:00,22,3,1
139458,2018/1/26 0:00,3,4,1
138900,2018/1/21 0:00,22,3,1
138736,2018/1/21 0:00,22,2,1
139446,2018/1/26 0:00,3,5,1
139238,2018/1/26 0:00,3,6,1
139457,2018/1/26 0:00,3,4,1
139264,2018/1/26 0:00,3,4,1
139266,2018/1/26 0:00,3,4,1
138926,2018/1/21 0:00,22,1,1
138901,2018/1/21 0:00,22,3,1
141854,2018/5/27 0:00,7,1,6
141840,2018/5/27 0:00,7,2,6
141830,2018/5/27 0:00,7,3,6
140448,2018/3/15 0:00,7,4,6
140459,2018/3/15 0:00,7,5,6
140470,2018/3/15 0:00,7,6,6
138953,2018/1/21 0:00,22,17,1
139066,2018/1/21 0:00,22,3,1
139262,2018/1/26 0:00,3,4,1
139260,2018/1/26 0:00,3,4,1
139269,2018/1/26 0:00,3,4,1
139261,2018/1/26 0:00,3,4,1
139258,2018/1/26 0:00,3,4,1
139265,2018/1/26 0:00,3,4,1
139259,2018/1/26 0:00,3,4,1
139263,2018/1/26 0:00,3,4,1
139267,2018/1/26 0:00,3,4,1
139142,2018/1/26 0:00,3,17,1
139145,2018/1/26 0:00,3,17,1
139148,2018/1/26 0:00,3,17,1
139150,2018/1/26 0:00,3,17,1
139422,2018/1/26 0:00,3,7,1
140481,2018/3/15 0:00,7,7,6
140492,2018/3/15 0:00,7,8,6
139063,2018/1/21 0:00,22,3,1
139813,2018/1/23 0:00,5,4,1
145340,2018/10/23 0:00,22,1,7
145341,2018/10/23 0:00,22,1,7
138737,2018/1/21 0:00,22,2,1
145142,2018/10/23 0:00,22,17,7
145357,2018/10/23 0:00,22,1,7
140503,2018/3/15 0:00,7,17,6
138754,2018/1/21 0:00,22,1,1
145354,2018/10/23 0:00,22,1,7
145346,2018/10/23 0:00,22,1,7
141843,2018/5/27 0:00,7,1,6
139562,2018/1/26 0:00,3,8,1
139510,2018/1/26 0:00,3,17,1
138902,2018/1/21 0:00,22,3,1
141831,2018/5/27 0:00,7,2,6
139800,2018/1/23 0:00,5,5,1
145143,2018/10/23 0:00,22,17,7
146627,2018/1/2 0:00,4,,7
139787,2018/1/23 0:00,5,6,1
139087,2018/1/21 0:00,22,2,1
146966,2019/1/3 0:00,18,,7
145144,2018/10/23 0:00,22,17,7
145257,2018/10/23 0:00,22,6,7
138907,2018/1/21 0:00,22,3,1
138927,2018/1/21 0:00,22,1,1
145113,2018/10/23 0:00,22,3,7
144973,2018/10/23 0:00,22,59,7
141819,2018/5/27 0:00,7,3,6
145701,2018/11/5 0:00,2,1,7
144976,2018/10/23 0:00,22,59,7
145114,2018/10/23 0:00,22,3,7
139774,2018/1/23 0:00,5,7,1
139761,2018/1/23 0:00,5,8,1
145150,2018/10/23 0:00,22,17,7
145105,2018/10/23 0:00,22,3,7
145106,2018/10/23 0:00,22,3,7
145355,2018/10/23 0:00,22,1,7
145104,2018/10/23 0:00,22,3,7
141845,2018/5/27 0:00,7,1,6
141833,2018/5/27 0:00,7,2,6
139696,2018/1/23 0:00,5,17,1
137629,2017/11/23 0:00,4,8,1
137622,2017/11/23 0:00,4,8,1
137631,2017/11/23 0:00,4,8,1
137627,2017/11/23 0:00,4,8,1
137623,2017/11/23 0:00,4,8,1
137620,2017/11/23 0:00,4,8,1
137624,2017/11/23 0:00,4,8,1
137768,2017/11/23 0:00,4,8,1
137767,2017/11/23 0:00,4,8,1
137759,2017/11/23 0:00,4,8,1
137764,2017/11/23 0:00,4,8,1
137766,2017/11/23 0:00,4,8,1
137765,2017/11/23 0:00,4,8,1
137763,2017/11/23 0:00,4,8,1
137762,2017/11/23 0:00,4,8,1
137760,2017/11/23 0:00,4,8,1
145232,2018/10/23 0:00,22,7,7
145234,2018/10/23 0:00,22,7,7
137761,2017/11/23 0:00,4,8,1
145347,2018/10/23 0:00,22,1,7
141821,2018/5/27 0:00,7,3,6
145131,2018/10/23 0:00,22,1,7
139869,2018/1/23 0:00,5,59,1
137803,2017/11/23 0:00,4,5,1
137795,2017/11/23 0:00,4,5,1
137800,2017/11/23 0:00,4,5,1
137797,2017/11/23 0:00,4,5,1
137802,2017/11/23 0:00,4,5,1
137796,2017/11/23 0:00,4,5,1
139410,2018/1/26 0:00,3,8,1
139352,2018/1/26 0:00,3,17,1
138738,2018/1/21 0:00,22,2,1
139058,2018/1/21 0:00,22,4,1
139083,2018/1/21 0:00,22,2,1
138946,2018/1/21 0:00,22,17,1
140514,2018/3/15 0:00,7,59,6
138746,2018/1/21 0:00,22,1,1
139318,2018/1/26 0:00,3,59,1
139496,2018/1/26 0:00,3,1,1
139484,2018/1/26 0:00,3,2,1
141847,2018/5/27 0:00,7,1,6
140453,2018/3/15 0:00,7,5,6
140464,2018/3/15 0:00,7,6,6
140475,2018/3/15 0:00,7,7,6
140486,2018/3/15 0:00,7,8,6
140497,2018/3/15 0:00,7,17,6
140508,2018/3/15 0:00,7,59,6
140449,2018/3/15 0:00,7,4,6
140460,2018/3/15 0:00,7,5,6
140471,2018/3/15 0:00,7,6,6
140445,2018/3/15 0:00,7,4,6
140456,2018/3/15 0:00,7,5,6
140467,2018/3/15 0:00,7,6,6
140478,2018/3/15 0:00,7,7,6
140489,2018/3/15 0:00,7,8,6
140500,2018/3/15 0:00,7,17,6
140511,2018/3/15 0:00,7,59,6
140482,2018/3/15 0:00,7,7,6
140493,2018/3/15 0:00,7,8,6
140504,2018/3/15 0:00,7,17,6
140515,2018/3/15 0:00,7,59,6
140443,2018/3/15 0:00,7,4,6
140505,2018/3/15 0:00,7,17,6
140516,2018/3/15 0:00,7,59,6
140461,2018/3/15 0:00,7,5,6
140633,2018/4/18 0:00,22,17,6
141122,2018/4/23 0:00,2,17,6
140634,2018/4/18 0:00,22,17,6
140450,2018/3/15 0:00,7,4,6
140472,2018/3/15 0:00,7,6,6
140454,2018/3/15 0:00,7,5,6
140640,2018/4/18 0:00,22,17,6
140840,2018/4/18 0:00,22,5,6
140845,2018/4/18 0:00,22,5,6
140865,2018/4/18 0:00,22,3,6
140721,2018/4/18 0:00,22,5,6
140697,2018/4/18 0:00,22,7,6
140643,2018/4/18 0:00,22,17,6
141094,2018/4/23 0:00,2,3,6
141090,2018/4/23 0:00,2,3,6
140723,2018/4/18 0:00,22,5,6
140699,2018/4/18 0:00,22,7,6
140831,2018/4/18 0:00,22,6,6
140821,2018/4/18 0:00,22,7,6
140844,2018/4/18 0:00,22,5,6
140639,2018/4/18 0:00,22,17,6
140769,2018/4/18 0:00,22,1,6
140784,2018/4/18 0:00,22,59,6
140850,2018/4/18 0:00,22,4,6
140635,2018/4/18 0:00,22,17,6
140760,2018/4/18 0:00,22,2,6
140847,2018/4/18 0:00,22,5,6
140837,2018/4/18 0:00,22,6,6
140864,2018/4/18 0:00,22,3,6
140868,2018/4/18 0:00,22,3,6
140856,2018/4/18 0:00,22,4,6
140846,2018/4/18 0:00,22,5,6
141238,2018/4/23 0:00,2,3,6
141243,2018/4/23 0:00,2,2,6
140857,2018/4/18 0:00,22,4,6
140853,2018/4/18 0:00,22,4,6
140843,2018/4/18 0:00,22,5,6
140833,2018/4/18 0:00,22,6,6
140785,2018/4/18 0:00,22,59,6
140867,2018/4/18 0:00,22,3,6
140863,2018/4/18 0:00,22,3,6
141092,2018/4/23 0:00,2,3,6
141702,2018/5/10 0:00,6,1,6
141127,2018/4/23 0:00,2,17,6
141263,2018/4/23 0:00,2,1,6
141096,2018/4/23 0:00,2,3,6
140754,2018/4/18 0:00,22,2,6
140684,2018/4/18 0:00,22,8,6
140636,2018/4/18 0:00,22,17,6
140745,2018/4/18 0:00,22,3,6
140733,2018/4/18 0:00,22,4,6
140685,2018/4/18 0:00,22,8,6
140637,2018/4/18 0:00,22,17,6
140773,2018/4/18 0:00,22,1,6
140734,2018/4/18 0:00,22,4,6
140722,2018/4/18 0:00,22,5,6
140710,2018/4/18 0:00,22,6,6
140698,2018/4/18 0:00,22,7,6
140686,2018/4/18 0:00,22,8,6
140638,2018/4/18 0:00,22,17,6
140735,2018/4/18 0:00,22,4,6
140736,2018/4/18 0:00,22,4,6
140724,2018/4/18 0:00,22,5,6
140712,2018/4/18 0:00,22,6,6
140700,2018/4/18 0:00,22,7,6
140688,2018/4/18 0:00,22,8,6
140737,2018/4/18 0:00,22,4,6
140725,2018/4/18 0:00,22,5,6
140713,2018/4/18 0:00,22,6,6
140701,2018/4/18 0:00,22,7,6
140689,2018/4/18 0:00,22,8,6
140641,2018/4/18 0:00,22,17,6
140776,2018/4/18 0:00,22,1,6
140763,2018/4/18 0:00,22,2,6
140751,2018/4/18 0:00,22,3,6
140738,2018/4/18 0:00,22,4,6
140702,2018/4/18 0:00,22,7,6
140690,2018/4/18 0:00,22,8,6
140642,2018/4/18 0:00,22,17,6
140703,2018/4/18 0:00,22,7,6
140691,2018/4/18 0:00,22,8,6
140778,2018/4/18 0:00,22,1,6
140765,2018/4/18 0:00,22,2,6
140704,2018/4/18 0:00,22,7,6
140692,2018/4/18 0:00,22,8,6
140644,2018/4/18 0:00,22,17,6
140851,2018/4/18 0:00,22,4,6
140841,2018/4/18 0:00,22,5,6
140834,2018/4/18 0:00,22,6,6
140824,2018/4/18 0:00,22,7,6
140814,2018/4/18 0:00,22,8,6
140794,2018/4/18 0:00,22,17,6
140849,2018/4/18 0:00,22,4,6
140839,2018/4/18 0:00,22,5,6
140829,2018/4/18 0:00,22,6,6
140819,2018/4/18 0:00,22,7,6
140809,2018/4/18 0:00,22,8,6
140789,2018/4/18 0:00,22,17,6
140779,2018/4/18 0:00,22,59,6
140884,2018/4/18 0:00,22,1,6
140872,2018/4/18 0:00,22,2,6
140820,2018/4/18 0:00,22,7,6
140810,2018/4/18 0:00,22,8,6
140790,2018/4/18 0:00,22,17,6
140780,2018/4/18 0:00,22,59,6
140855,2018/4/18 0:00,22,4,6
140811,2018/4/18 0:00,22,8,6
140791,2018/4/18 0:00,22,17,6
140781,2018/4/18 0:00,22,59,6
140835,2018/4/18 0:00,22,6,6
141835,2018/5/27 0:00,7,2,6
141823,2018/5/27 0:00,7,3,6
141850,2018/5/27 0:00,7,1,6
141837,2018/5/27 0:00,7,2,6
141826,2018/5/27 0:00,7,3,6
141852,2018/5/27 0:00,7,1,6
141839,2018/5/27 0:00,7,2,6
141828,2018/5/27 0:00,7,3,6
136883,2017/11/15 0:00,2,8,1
136875,2017/11/15 0:00,2,8,1
136887,2017/11/15 0:00,2,7,1
136895,2017/11/15 0:00,2,7,1
136894,2017/11/15 0:00,2,7,1
136889,2017/11/15 0:00,2,7,1
136896,2017/11/15 0:00,2,7,1
136893,2017/11/15 0:00,2,7,1
136891,2017/11/15 0:00,2,7,1
136890,2017/11/15 0:00,2,7,1
136888,2017/11/15 0:00,2,7,1
137785,2017/11/23 0:00,4,6,1
137789,2017/11/23 0:00,4,6,1
125214,2015/3/23 0:00,7,6,5
125231,2015/3/23 0:00,7,4,5
145151,2018/10/23 0:00,22,17,7
145107,2018/10/23 0:00,22,3,7
145671,2018/11/5 0:00,2,2,7
145664,2018/11/5 0:00,2,3,7
145700,2018/11/5 0:00,2,1,7
145467,2018/11/5 0:00,2,2,7
145601,2018/11/5 0:00,2,6,7
145565,2018/11/5 0:00,2,8,7
145041,2018/10/23 0:00,22,8,7
145043,2018/10/23 0:00,22,8,7
145485,2018/11/5 0:00,2,1,7
145128,2018/10/23 0:00,22,2,7
145337,2018/10/23 0:00,22,2,7
144977,2018/10/23 0:00,22,59,7
145286,2018/10/23 0:00,22,4,7
144978,2018/10/23 0:00,22,59,7
144985,2018/10/23 0:00,22,59,7
144975,2018/10/23 0:00,22,59,7
145248,2018/10/23 0:00,22,7,7
145238,2018/10/23 0:00,22,7,7
145838,2018/11/5 0:00,2,3,7
145825,2018/11/5 0:00,2,4,7
145812,2018/11/5 0:00,2,5,7
145799,2018/11/5 0:00,2,6,7
145786,2018/11/5 0:00,2,7,7
144980,2018/10/23 0:00,22,59,7
144982,2018/10/23 0:00,22,59,7
144983,2018/10/23 0:00,22,59,7
144984,2018/10/23 0:00,22,59,7
144979,2018/10/23 0:00,22,59,7
144945,2018/10/23 0:00,22,3,7
144942,2018/10/23 0:00,22,3,7
144946,2018/10/23 0:00,22,3,7
144940,2018/10/23 0:00,22,3,7
144947,2018/10/23 0:00,22,3,7
145112,2018/10/23 0:00,22,3,7
144938,2018/10/23 0:00,22,3,7
145108,2018/10/23 0:00,22,3,7
145356,2018/10/23 0:00,22,1,7
144944,2018/10/23 0:00,22,3,7
145110,2018/10/23 0:00,22,3,7
145272,2018/10/23 0:00,22,5,7
145273,2018/10/23 0:00,22,5,7
145157,2018/10/23 0:00,22,17,7
145282,2018/10/23 0:00,22,5,7
144986,2018/10/23 0:00,22,17,7
144987,2018/10/23 0:00,22,17,7
145309,2018/10/23 0:00,22,3,7
145342,2018/10/23 0:00,22,1,7
145287,2018/10/23 0:00,22,4,7
144996,2018/10/23 0:00,22,17,7
145348,2018/10/23 0:00,22,1,7
145724,2018/11/5 0:00,2,17,7
145852,2018/11/5 0:00,2,2,7
145839,2018/11/5 0:00,2,3,7
145826,2018/11/5 0:00,2,4,7
145774,2018/11/5 0:00,2,8,7
145276,2018/10/23 0:00,22,5,7
144988,2018/10/23 0:00,22,17,7
144995,2018/10/23 0:00,22,17,7
144998,2018/10/23 0:00,22,17,7
145067,2018/10/23 0:00,22,6,7
145076,2018/10/23 0:00,22,6,7
145154,2018/10/23 0:00,22,17,7
145281,2018/10/23 0:00,22,5,7
145283,2018/10/23 0:00,22,5,7
145214,2018/10/23 0:00,22,8,7
145824,2018/11/5 0:00,2,4,7
145832,2018/11/5 0:00,2,4,7
145280,2018/10/23 0:00,22,5,7
145216,2018/10/23 0:00,22,8,7
145070,2018/10/23 0:00,22,6,7
145277,2018/10/23 0:00,22,5,7
144963,2018/10/23 0:00,22,1,7
145125,2018/10/23 0:00,22,2,7
145119,2018/10/23 0:00,22,2,7
145254,2018/10/23 0:00,22,6,7
145265,2018/10/23 0:00,22,6,7
145258,2018/10/23 0:00,22,6,7
145344,2018/10/23 0:00,22,1,7
145489,2018/11/5 0:00,2,1,7
145077,2018/10/23 0:00,22,5,7
140374,2018/1/21 0:00,22,8,1
140291,2018/1/21 0:00,22,8,1
140294,2018/1/21 0:00,22,8,1
140284,2018/1/21 0:00,22,8,1
140287,2018/1/21 0:00,22,8,1
140292,2018/1/21 0:00,22,8,1
140285,2018/1/21 0:00,22,8,1
140246,2018/1/21 0:00,22,5,1
140253,2018/1/21 0:00,22,5,1
140248,2018/1/21 0:00,22,5,1
140250,2018/1/21 0:00,22,5,1
140251,2018/1/21 0:00,22,5,1
140252,2018/1/21 0:00,22,5,1
140336,2018/1/21 0:00,22,5,1
140339,2018/1/21 0:00,22,5,1
140344,2018/1/21 0:00,22,5,1
140341,2018/1/21 0:00,22,5,1
140340,2018/1/21 0:00,22,5,1
140272,2018/1/21 0:00,22,7,1
140282,2018/1/21 0:00,22,7,1
140271,2018/1/21 0:00,22,7,1
140280,2018/1/21 0:00,22,7,1
140279,2018/1/21 0:00,22,7,1
140348,2018/1/21 0:00,22,6,1
140349,2018/1/21 0:00,22,6,1
140355,2018/1/21 0:00,22,6,1
140353,2018/1/21 0:00,22,6,1
140357,2018/1/21 0:00,22,6,1
140352,2018/1/21 0:00,22,6,1
140351,2018/1/21 0:00,22,6,1
140263,2018/1/21 0:00,22,6,1
140262,2018/1/21 0:00,22,6,1
140261,2018/1/21 0:00,22,6,1
140258,2018/1/21 0:00,22,6,1
140354,2018/1/21 0:00,22,6,1
140325,2018/1/21 0:00,22,4,1
145469,2018/11/5 0:00,2,2,7
140327,2018/1/21 0:00,22,4,1
140328,2018/1/21 0:00,22,4,1
140326,2018/1/21 0:00,22,4,1
145353,2018/10/23 0:00,22,1,7
144992,2018/10/23 0:00,22,17,7
145263,2018/10/23 0:00,22,6,7
145264,2018/10/23 0:00,22,6,7
145115,2018/10/23 0:00,22,3,7
145109,2018/10/23 0:00,22,3,7
145352,2018/10/23 0:00,22,1,7
145255,2018/10/23 0:00,22,6,7
145259,2018/10/23 0:00,22,6,7
145262,2018/10/23 0:00,22,6,7
145345,2018/10/23 0:00,22,1,7
145298,2018/10/23 0:00,22,4,7
145300,2018/10/23 0:00,22,4,7
145294,2018/10/23 0:00,22,4,7
145338,2018/10/23 0:00,22,2,7
145324,2018/10/23 0:00,22,2,7
145306,2018/10/23 0:00,22,3,7
145310,2018/10/23 0:00,22,3,7
145349,2018/10/23 0:00,22,1,7
144845,2018/10/23 0:00,22,59,7
145284,2018/10/23 0:00,22,5,7
145307,2018/10/23 0:00,22,3,7
145321,2018/10/23 0:00,22,3,7
145274,2018/10/23 0:00,22,5,7
145329,2018/10/23 0:00,22,2,7
145328,2018/10/23 0:00,22,2,7
145311,2018/10/23 0:00,22,3,7
144842,2018/10/23 0:00,22,59,7
145303,2018/10/23 0:00,22,4,7
144846,2018/10/23 0:00,22,59,7
145244,2018/10/23 0:00,22,7,7
144843,2018/10/23 0:00,22,59,7
144852,2018/10/23 0:00,22,59,7
145293,2018/10/23 0:00,22,4,7
145288,2018/10/23 0:00,22,4,7
145292,2018/10/23 0:00,22,4,7
145289,2018/10/23 0:00,22,4,7
145320,2018/10/23 0:00,22,3,7
145302,2018/10/23 0:00,22,4,7
145339,2018/10/23 0:00,22,2,7
145325,2018/10/23 0:00,22,2,7
145322,2018/10/23 0:00,22,2,7
144844,2018/10/23 0:00,22,59,7
144848,2018/10/23 0:00,22,59,7
144849,2018/10/23 0:00,22,59,7
144850,2018/10/23 0:00,22,59,7
144851,2018/10/23 0:00,22,59,7
145146,2018/10/23 0:00,22,17,7
145318,2018/10/23 0:00,22,3,7
145130,2018/10/23 0:00,22,1,7
145236,2018/10/23 0:00,22,7,7
145246,2018/10/23 0:00,22,7,7
145155,2018/10/23 0:00,22,17,7
145141,2018/10/23 0:00,22,1,7
145135,2018/10/23 0:00,22,1,7
145299,2018/10/23 0:00,22,4,7
145240,2018/10/23 0:00,22,7,7
145147,2018/10/23 0:00,22,17,7
145316,2018/10/23 0:00,22,3,7
145156,2018/10/23 0:00,22,17,7
145317,2018/10/23 0:00,22,3,7
145295,2018/10/23 0:00,22,4,7
145218,2018/10/23 0:00,22,8,7
145301,2018/10/23 0:00,22,4,7
145334,2018/10/23 0:00,22,2,7
145335,2018/10/23 0:00,22,2,7
141217,2018/4/23 0:00,2,4,6
142273,2018/5/1 0:00,18,9,6
142143,2018/5/1 0:00,18,9,6
142141,2018/5/1 0:00,18,9,6
143593,2018/7/1 0:00,5,1,6
142268,2018/5/1 0:00,18,9,6
142265,2018/5/1 0:00,18,9,6
142140,2018/5/1 0:00,18,9,6
142267,2018/5/1 0:00,18,9,6
142266,2018/5/1 0:00,18,9,6
142771,2018/6/19 0:00,4,1,6
142139,2018/5/1 0:00,18,9,6
142144,2018/5/1 0:00,18,9,6
142138,2018/5/1 0:00,18,9,6
142619,2018/6/19 0:00,4,2,6
142766,2018/6/19 0:00,4,2,6
142247,2018/5/1 0:00,18,12,6
142779,2018/6/19 0:00,4,1,6
142790,2018/6/19 0:00,4,59,6
142269,2018/5/1 0:00,18,9,6
142275,2018/5/1 0:00,18,9,6
142276,2018/5/1 0:00,18,9,6
142271,2018/5/1 0:00,18,9,6
142789,2018/6/19 0:00,4,59,6
142142,2018/5/1 0:00,18,9,6
143581,2018/7/1 0:00,5,2,6
143568,2018/7/1 0:00,5,3,6
142272,2018/5/1 0:00,18,9,6
142274,2018/5/1 0:00,18,9,6
142270,2018/5/1 0:00,18,9,6
142135,2018/5/1 0:00,18,9,6
142783,2018/6/19 0:00,4,59,6
142782,2018/6/19 0:00,4,59,6
142787,2018/6/19 0:00,4,59,6
142137,2018/5/1 0:00,18,9,6
142136,2018/5/1 0:00,18,9,6
142643,2018/6/19 0:00,4,17,6
142784,2018/6/19 0:00,4,59,6
142791,2018/6/19 0:00,4,59,6
145330,2018/10/23 0:00,22,2,7
145331,2018/10/23 0:00,22,2,7
145312,2018/10/23 0:00,22,3,7
144989,2018/10/23 0:00,22,17,7
145319,2018/10/23 0:00,22,3,7
145136,2018/10/23 0:00,22,1,7
145138,2018/10/23 0:00,22,1,7
145134,2018/10/23 0:00,22,1,7
145313,2018/10/23 0:00,22,3,7
144997,2018/10/23 0:00,22,17,7
145226,2018/10/23 0:00,22,8,7
125281,2015/3/23 0:00,7,57,5
125228,2015/3/23 0:00,7,5,5
125278,2015/3/23 0:00,7,57,5
125221,2015/3/23 0:00,7,5,5
125217,2015/3/23 0:00,7,6,5
145222,2018/10/23 0:00,22,8,7
144990,2018/10/23 0:00,22,17,7
145117,2018/10/23 0:00,22,2,7
145228,2018/10/23 0:00,22,8,7
145219,2018/10/23 0:00,22,8,7
145672,2018/11/5 0:00,2,2,7
145863,2018/11/5 0:00,2,1,7
145864,2018/11/5 0:00,2,1,7
145468,2018/11/5 0:00,2,2,7
145471,2018/11/5 0:00,2,2,7
145118,2018/10/23 0:00,22,2,7
145229,2018/10/23 0:00,22,8,7
145223,2018/10/23 0:00,22,8,7
145103,2018/10/23 0:00,22,3,7
145227,2018/10/23 0:00,22,8,7
144971,2018/10/23 0:00,22,1,7
144964,2018/10/23 0:00,22,1,7
144968,2018/10/23 0:00,22,1,7
145069,2018/10/23 0:00,22,6,7
144969,2018/10/23 0:00,22,1,7
145323,2018/10/23 0:00,22,2,7
145064,2018/10/23 0:00,22,6,7
145075,2018/10/23 0:00,22,6,7
145071,2018/10/23 0:00,22,6,7
144970,2018/10/23 0:00,22,1,7
144962,2018/10/23 0:00,22,1,7
144941,2018/10/23 0:00,22,3,7
144951,2018/10/23 0:00,22,2,7
145074,2018/10/23 0:00,22,6,7
144948,2018/10/23 0:00,22,3,7
144950,2018/10/23 0:00,22,2,7
145068,2018/10/23 0:00,22,6,7
145291,2018/10/23 0:00,22,4,7
145290,2018/10/23 0:00,22,4,7
144965,2018/10/23 0:00,22,1,7
144972,2018/10/23 0:00,22,1,7
144952,2018/10/23 0:00,22,2,7
144956,2018/10/23 0:00,22,2,7
144959,2018/10/23 0:00,22,2,7
145129,2018/10/23 0:00,22,1,7
144957,2018/10/23 0:00,22,2,7
145139,2018/10/23 0:00,22,1,7
145140,2018/10/23 0:00,22,1,7
144954,2018/10/23 0:00,22,2,7
144966,2018/10/23 0:00,22,1,7
145326,2018/10/23 0:00,22,2,7
145308,2018/10/23 0:00,22,3,7
144960,2018/10/23 0:00,22,2,7
145127,2018/10/23 0:00,22,2,7
145327,2018/10/23 0:00,22,2,7
145675,2018/11/5 0:00,2,2,7
145665,2018/11/5 0:00,2,3,7
145647,2018/11/5 0:00,2,4,7
145486,2018/11/5 0:00,2,1,7
142785,2018/6/19 0:00,4,59,6
142786,2018/6/19 0:00,4,59,6
142788,2018/6/19 0:00,4,59,6
142642,2018/6/19 0:00,4,17,6
142772,2018/6/19 0:00,4,1,6
142604,2018/6/19 0:00,4,3,6
142611,2018/6/19 0:00,4,3,6
142641,2018/6/19 0:00,4,17,6
142777,2018/6/19 0:00,4,1,6
142644,2018/6/19 0:00,4,17,6
142645,2018/6/19 0:00,4,17,6
142620,2018/6/19 0:00,4,2,6
142781,2018/6/19 0:00,4,1,6
142636,2018/6/19 0:00,4,17,6
142770,2018/6/19 0:00,4,1,6
142637,2018/6/19 0:00,4,17,6
142780,2018/6/19 0:00,4,1,6
142638,2018/6/19 0:00,4,17,6
142613,2018/6/19 0:00,4,3,6
142608,2018/6/19 0:00,4,3,6
142248,2018/5/1 0:00,18,12,6
142251,2018/5/1 0:00,18,12,6
142252,2018/5/1 0:00,18,12,6
142767,2018/6/19 0:00,4,2,6
