考勤ID,考勤类型ID,学生ID,时间
118207,300100,12074,2014/3/24 6:47
118208,300100,12275,2014/3/24 6:47
118401,300100,12092,2014/3/25 6:30
137982,9900400,14914,2018/6/18 16:15
137984,9900500,14914,2018/6/18 16:38
138032,9900100,14386,2018/6/20 7:31
136630,9900400,14031,2018/5/18 15:34
136567,9900400,14031,2018/5/17 14:51
131085,9900100,13013,2017/2/28 7:28
117674,300100,12260,2014/3/21 6:28
117894,300200,11585,2014/3/21 10:08
117895,300200,11581,2014/3/21 10:08
117896,300200,11586,2014/3/21 10:08
117890,300200,11567,2014/3/21 10:07
117844,200100,12300,2014/3/21 7:07
117916,300200,11487,2014/3/21 10:09
118047,300100,12365,2014/3/24 6:32
118040,300100,12260,2014/3/24 6:31
118077,300100,12016,2014/3/24 6:37
115245,300200,11566,2014/3/3 10:10
115246,300200,11579,2014/3/3 10:10
115204,300200,12016,2014/3/3 10:07
115693,300100,12365,2014/3/10 6:23
115773,300100,12016,2014/3/10 6:41
115843,300100,12260,2014/3/10 6:46
115878,100100,11589,2014/3/10 7:26
115892,100100,11564,2014/3/5 7:36
115881,100100,11517,2014/3/10 7:27
115963,300200,12327,2014/3/10 10:10
115982,300200,12349,2014/3/10 10:11
115846,300100,12349,2014/3/10 6:46
115864,300100,12300,2014/3/10 6:52
115866,300100,11585,2014/3/10 6:52
115927,300200,11586,2014/3/10 10:08
140378,9900500,14205,2018/11/2 14:48
140379,9900500,13952,2018/11/2 14:48
140395,9900400,14205,2018/11/5 7:04
140595,9900400,14357,2018/11/13 12:17
137718,9900400,14808,2018/6/9 6:17
137722,9900500,14808,2018/6/9 6:31
137787,9900200,14305,2018/6/10 7:23
137905,9900400,14596,2018/6/14 6:09
137908,9900500,14596,2018/6/14 6:16
133066,9900100,14305,2017/12/29 7:29
133172,9900100,14305,2018/1/8 7:27
132840,9900100,14312,2017/12/7 11:36
133514,9900100,14068,2018/1/23 7:37
133682,9900200,14312,2018/1/25 8:39
133707,9900200,14068,2018/1/25 9:45
118212,300100,12300,2014/3/24 6:49
118392,300100,12365,2014/3/25 6:24
118473,300100,12016,2014/3/25 6:38
118389,300100,12260,2014/3/25 6:23
118578,300100,12300,2014/3/25 6:46
118614,300100,12300,2014/3/26 6:24
118619,300100,12260,2014/3/26 6:28
118718,300100,12016,2014/3/26 6:40
118620,300100,12365,2014/3/26 6:29
120626,300100,12016,2014/4/9 6:41
120147,300200,12247,2014/4/4 10:07
120148,300200,12247,2014/4/4 10:07
120149,300200,12247,2014/4/4 10:07
120156,300200,12027,2014/4/4 10:06
120157,300200,12027,2014/4/4 10:06
120158,300200,11972,2014/4/4 10:06
120197,300200,12365,2014/4/4 10:03
134210,9900200,14102,2018/1/27 11:06
134213,9900200,14166,2018/1/27 11:06
134219,9900200,14117,2018/1/27 11:07
134227,9900200,14361,2018/1/27 11:08
134240,9900200,14331,2018/1/27 11:11
134362,9900300,14363,2018/1/27 13:44
134454,9900200,14144,2018/1/27 14:39
134613,9900100,14135,2018/1/29 8:09
134694,9900200,14331,2018/2/10 15:38
134893,9900100,14361,2018/3/22 7:30
135129,9900400,14361,2018/4/19 18:42
130145,9900100,13570,2016/9/18 7:29
130387,9900100,13767,2016/9/21 7:30
142540,9900400,14361,2019/1/16 13:06
139831,9900400,14144,2018/10/19 16:30
139823,9900400,13968,2018/10/19 12:14
139825,9900500,13968,2018/10/19 12:50
139838,9900400,13968,2018/10/19 16:33
140126,9900400,13968,2018/10/26 16:35
140311,9900500,13968,2018/10/30 7:23
130412,9900200,14016,2016/9/28 7:17
130651,9900100,13642,2016/11/18 7:33
130652,9900100,13642,2016/11/18 7:33
130754,9900100,13620,2016/12/6 7:29
130892,9900100,14033,2016/12/26 7:28
131822,9900300,13570,2017/6/30 10:51
113880,300100,12271,2014/2/24 6:37
113939,300100,12359,2014/2/24 6:39
113990,300100,11900,2014/2/24 6:41
113978,300100,11881,2014/2/24 6:41
114140,300100,12222,2014/2/27 6:32
114142,300100,12359,2014/2/27 6:32
117792,300100,11881,2014/3/21 6:43
117836,300100,12069,2014/3/21 6:47
117837,300100,12069,2014/3/21 6:47
117678,300100,12359,2014/3/21 6:29
117719,300100,11900,2014/3/21 6:38
117875,300200,12271,2014/3/21 10:06
117939,300200,11403,2014/3/21 10:10
117965,300200,12359,2014/3/21 10:11
117973,300200,12361,2014/3/21 10:11
117991,300200,11881,2014/3/21 10:11
118024,300100,12359,2014/3/24 6:24
140604,9900400,14769,2018/11/13 14:44
140607,9900500,14144,2018/11/13 15:19
137574,9900500,14469,2018/6/6 6:30
138430,9900400,14377,2018/9/2 16:45
138408,9900400,14016,2018/7/5 16:00
132933,9900100,12994,2017/12/15 7:26
132948,9900100,13988,2017/12/18 7:29
133004,9900100,13023,2017/12/18 13:30
133005,9900100,13023,2017/12/21 13:30
133059,9900200,13591,2017/12/29 7:24
133084,9900200,12994,2018/1/2 7:37
133106,9900100,13023,2017/12/27 8:30
133114,9900100,13023,2017/12/28 8:30
138087,9900100,14758,2018/6/22 8:01
138343,9900100,14758,2018/7/3 7:35
113733,100100,11472,2014/2/21 7:32
113757,300100,12225,2014/2/24 6:28
113921,300100,12088,2014/2/24 6:38
114095,100100,11472,2014/2/25 7:38
114141,300100,12225,2014/2/27 6:32
114227,300100,12088,2014/2/27 6:39
114006,300100,12373,2014/2/24 6:42
114603,300100,12088,2014/2/28 6:26
128086,100100,12160,2015/3/18 7:27
122572,100100,11472,2014/4/17 7:30
123586,300100,12088,2014/5/13 6:18
111840,300100,12225,2014/1/2 6:37
118099,300100,12225,2014/3/24 6:39
118195,300100,12373,2014/3/24 6:45
118446,300100,12225,2014/3/25 6:36
118639,300100,12225,2014/3/26 6:32
119002,300100,12088,2014/3/27 6:12
119391,300100,12088,2014/3/31 6:11
120591,300100,12088,2014/4/9 6:37
120694,300100,12373,2014/4/9 6:45
138435,9900400,14502,2018/9/3 6:44
138151,9900400,14921,2018/6/22 18:21
138155,9900500,14898,2018/6/22 18:33
138156,9900500,14921,2018/6/22 18:33
138178,9900400,14921,2018/6/27 17:42
138179,9900400,14898,2018/6/27 17:42
138180,9900400,14913,2018/6/27 17:43
138219,9900500,14919,2018/6/28 16:55
138221,9900500,14921,2018/6/28 16:57
138222,9900400,14921,2018/6/28 16:58
138224,9900400,14919,2018/6/28 17:00
117777,300100,11116,2014/3/21 6:42
117826,300100,11732,2014/3/21 6:46
117799,300100,11734,2014/3/21 6:43
117892,300200,11734,2014/3/21 10:07
118157,300100,11774,2014/3/24 6:42
118168,300100,11116,2014/3/24 6:43
118133,300100,11734,2014/3/24 6:41
118201,300100,11732,2014/3/24 6:46
118442,300100,11774,2014/3/25 6:36
118512,300100,11915,2014/3/25 6:41
118513,300100,11915,2014/3/25 6:41
118514,300100,11915,2014/3/25 6:41
118192,300100,11742,2014/3/24 6:45
118211,300100,11125,2014/3/24 6:49
115065,300100,11754,2014/3/3 6:40
114987,300100,11774,2014/3/3 6:35
115144,300100,11125,2014/3/3 6:45
115152,300100,11742,2014/3/3 6:45
115216,300200,11732,2014/3/3 10:08
115208,300200,12206,2014/3/3 10:07
115701,300100,11125,2014/3/10 6:28
115677,100100,11939,2014/3/5 7:36
115736,300100,11754,2014/3/10 6:37
115791,300100,11734,2014/3/10 6:43
115888,100100,11113,2014/3/10 7:30
115867,200100,11207,2014/3/5 7:16
120226,300100,12300,2014/4/4 6:44
120249,300100,11497,2014/4/4 6:41
120322,300100,12016,2014/4/4 6:37
137236,9900400,13772,2018/5/30 6:51
137248,9900100,14689,2018/5/30 7:28
137362,9900500,14578,2018/6/1 7:08
137344,9900400,14578,2018/6/1 6:22
137581,9900400,13772,2018/6/6 7:18
139569,9900400,14789,2018/10/12 6:51
139799,9900500,14789,2018/10/18 7:02
134270,9900300,13772,2018/1/27 11:24
134273,9900300,13771,2018/1/27 11:24
134471,9900200,13771,2018/1/27 14:41
134485,9900200,13830,2018/1/27 14:42
134517,9900200,13782,2018/1/27 14:45
134580,9900200,13856,2018/1/27 15:08
134611,9900100,13952,2018/1/29 8:08
138320,9900100,14689,2018/7/2 7:30
133042,9900100,14396,2017/12/28 7:30
133051,9900200,13958,2017/12/29 7:20
133052,9900200,14446,2017/12/29 7:20
139787,9900400,14789,2018/10/18 6:51
142408,9900100,14689,2019/1/10 7:26
139822,9900400,14633,2018/10/19 9:47
130677,9900100,13497,2016/11/22 7:37
130712,9900100,12992,2016/11/22 7:33
130759,9900100,13914,2016/12/7 7:29
130779,9900100,13771,2016/12/12 7:26
130799,9900100,12992,2016/12/12 7:37
130811,9900100,13497,2016/12/14 7:28
130818,9900100,12992,2016/12/14 7:37
134916,9900100,14396,2018/3/28 7:30
135008,9900500,13772,2018/4/17 6:36
134812,9900300,13719,2018/3/15 11:34
134823,9900300,13771,2018/3/15 11:36
134836,9900300,13874,2018/3/15 11:40
134837,9900300,13830,2018/3/15 11:40
134860,9900300,13772,2018/3/16 11:01
135005,9900400,13772,2018/4/17 6:31
135072,9900100,13952,2018/4/18 7:13
130398,9900200,13828,2016/9/27 7:14
139848,9900400,14074,2018/10/19 16:35
139973,9900400,14789,2018/10/23 6:43
139991,9900400,14028,2018/10/23 11:40
140017,9900100,14689,2018/10/24 7:28
139976,9900500,14789,2018/10/23 6:53
140015,9900200,14789,2018/10/24 7:01
135996,9900500,13772,2018/5/9 6:34
136015,9900400,13952,2018/5/9 6:58
136020,9900500,13952,2018/5/9 7:14
136181,9900500,13771,2018/5/11 7:49
136415,9900400,13772,2018/5/15 6:36
136464,9900400,13772,2018/5/16 6:39
136486,9900400,14446,2018/5/16 11:55
136570,9900400,13782,2018/5/17 14:54
131945,9900300,13527,2017/9/21 15:06
131949,9900300,13747,2017/9/21 15:08
132118,9900300,13721,2017/9/21 16:45
132142,9900300,13756,2017/9/21 16:48
132682,9900200,14415,2017/11/23 7:00
132763,9900100,13747,2017/12/6 7:28
133452,9900300,14430,2018/1/17 15:30
137861,9900400,14943,2018/6/12 17:54
137890,9900500,14430,2018/6/12 18:51
137864,9900500,14943,2018/6/12 18:04
137979,9900400,14938,2018/6/15 17:04
137943,9900100,14692,2018/6/15 7:27
137953,9900400,14931,2018/6/15 15:32
138122,9900400,14931,2018/6/22 17:34
138153,9900500,14938,2018/6/22 18:31
138159,9900500,15007,2018/6/22 19:00
138120,9900400,15007,2018/6/22 17:29
138185,9900400,14938,2018/6/27 17:57
138188,9900500,14938,2018/6/27 18:06
138213,9900500,15007,2018/6/28 12:56
138216,9900400,14938,2018/6/28 16:38
138217,9900400,14938,2018/6/28 16:42
138258,9900400,14938,2018/6/29 17:55
138260,9900500,14938,2018/6/29 17:56
117825,300100,11739,2014/3/21 6:46
117803,300100,11762,2014/3/21 6:43
117893,300200,11739,2014/3/21 10:07
118189,300100,11749,2014/3/24 6:44
118141,300100,11762,2014/3/24 6:41
118202,300100,11739,2014/3/24 6:46
115141,300100,11749,2014/3/3 6:44
115241,300200,11233,2014/3/3 10:10
115658,100100,11350,2014/3/6 7:36
115787,300100,11749,2014/3/10 6:42
115898,300200,11916,2014/3/10 10:06
115868,200100,11208,2014/3/5 7:16
116152,300100,11739,2014/3/11 6:42
138262,9900500,14941,2018/6/29 18:03
138267,9900400,15007,2018/6/30 12:20
138253,9900400,14941,2018/6/29 17:28
138264,9900500,15007,2018/6/29 18:25
138276,9900500,15007,2018/6/30 14:34
138282,9900500,14931,2018/6/30 15:36
138294,9900400,15007,2018/7/1 10:10
138297,9900500,15007,2018/7/1 12:22
138130,9900500,14931,2018/6/22 17:52
138142,9900500,14938,2018/6/22 18:04
138234,9900400,14938,2018/6/29 14:33
138247,9900400,14938,2018/6/29 17:19
138255,9900400,15007,2018/6/29 17:34
120175,300200,11916,2014/4/4 10:05
120233,300100,11749,2014/4/4 6:42
120609,300100,11749,2014/4/9 6:40
120637,300100,11739,2014/4/9 6:42
120508,300200,11233,2014/4/8 10:11
121010,300100,11749,2014/4/10 6:41
128070,100100,11803,2015/3/17 7:25
133222,9900100,12994,2018/1/12 7:28
130544,9900200,12629,2016/10/28 7:57
134564,9900200,14349,2018/1/27 14:53
134567,9900200,14016,2018/1/27 14:54
134604,9900100,13988,2018/1/29 8:04
134756,9900100,13657,2018/3/7 7:26
134906,9900100,13657,2018/3/26 7:27
134720,9900100,13023,2018/2/26 7:30
134721,9900100,13023,2018/2/27 7:30
134722,9900100,13023,2018/2/28 7:30
137256,9900400,14977,2018/5/30 8:25
137281,9900400,14949,2018/5/31 6:45
137320,9900400,14948,2018/5/31 15:23
137609,9900500,14949,2018/6/6 9:27
137612,9900500,14948,2018/6/6 10:12
137614,9900400,14948,2018/6/6 10:33
139743,9900400,14164,2018/10/16 15:38
139812,9900400,14071,2018/10/18 13:29
139993,9900400,14273,2018/10/23 11:58
139995,9900500,14273,2018/10/23 12:34
130720,9900100,14273,2016/11/24 7:33
134981,9900400,12994,2018/4/13 15:26
130494,9900100,13882,2016/10/24 7:29
134915,9900100,13657,2018/3/28 7:26
136332,9900400,14232,2018/5/11 15:48
136828,9900100,13657,2018/5/23 7:27
136388,9900100,13657,2018/5/14 7:28
133014,9900100,13620,2017/12/25 7:28
133095,9900100,13023,2018/1/2 7:37
137001,9900500,13546,2018/5/25 7:48
131841,9900300,12841,2017/7/22 7:46
131848,9900200,13620,2017/8/31 7:26
131860,9900100,13657,2017/9/12 7:26
131742,9900300,13515,2017/6/30 10:38
140038,9900400,14273,2018/10/24 16:43
140073,9900400,14071,2018/10/25 15:41
140109,9900400,14273,2018/10/26 16:29
140257,9900400,14273,2018/10/29 12:34
140320,9900400,14071,2018/10/30 11:50
140324,9900400,14164,2018/10/30 12:10
140265,9900400,14164,2018/10/29 15:00
140268,9900400,14377,2018/10/29 15:01
140326,9900400,14377,2018/10/30 12:25
140417,9900400,14071,2018/11/6 14:17
140342,9900400,14273,2018/10/30 15:48
140462,9900200,16081,2018/11/9 7:04
140472,9900100,14164,2018/11/9 7:29
140609,9900400,14071,2018/11/13 15:20
131676,9900300,13882,2017/6/28 12:18
131864,9900100,12983,2017/9/12 7:29
131852,9900100,13000,2017/9/8 7:26
131854,9900100,14232,2017/9/8 7:27
134271,9900200,13968,2018/1/27 11:24
134441,9900200,14174,2018/1/27 14:38
134449,9900200,14249,2018/1/27 14:39
138046,9900400,14914,2018/6/20 17:33
138203,9900500,14914,2018/6/28 11:47
138048,9900500,14914,2018/6/20 17:39
138202,9900400,14914,2018/6/28 11:41
138238,9900400,14909,2018/6/29 16:48
117714,300100,12287,2014/3/21 6:37
117925,300200,11773,2014/3/21 10:09
117926,300200,11773,2014/3/21 10:09
117693,300100,12252,2014/3/21 6:33
117694,300100,12252,2014/3/21 6:33
117801,300100,11769,2014/3/21 6:43
118002,300200,11738,2014/3/21 10:12
118147,300100,11985,2014/3/24 6:42
118148,300100,11985,2014/3/24 6:42
118149,300100,12287,2014/3/24 6:42
118069,300100,11769,2014/3/24 6:36
118237,100100,11738,2014/3/24 7:29
118171,300100,11141,2014/3/24 6:43
118470,300100,11769,2014/3/25 6:38
115064,300100,11769,2014/3/3 6:40
115091,300100,11985,2014/3/3 6:42
115092,300100,12287,2014/3/3 6:42
115145,300100,11141,2014/3/3 6:44
115102,300100,11730,2014/3/3 6:42
115236,300200,11190,2014/3/3 10:10
115195,300200,11985,2014/3/3 10:07
115673,100100,11738,2014/3/5 7:36
115718,300100,12252,2014/3/10 6:36
115719,300100,12252,2014/3/10 6:36
115734,300100,11773,2014/3/10 6:37
115735,300100,11773,2014/3/10 6:37
115745,300100,11769,2014/3/10 6:38
115780,300100,12287,2014/3/10 6:42
115781,300100,11985,2014/3/10 6:42
115859,300100,11141,2014/3/10 6:48
115926,300200,11783,2014/3/10 10:08
116046,300100,12252,2014/3/11 6:35
116047,300100,12252,2014/3/11 6:35
115957,300200,12243,2014/3/10 10:10
115958,300200,12243,2014/3/10 10:10
116096,300100,11769,2014/3/11 6:40
116029,300100,11141,2014/3/11 6:33
116122,300100,12287,2014/3/11 6:41
116072,300100,11730,2014/3/11 6:38
138271,9900400,14909,2018/6/30 12:39
138295,9900400,14909,2018/7/1 11:31
138296,9900500,14909,2018/7/1 11:56
138245,9900500,14909,2018/6/29 17:08
120617,300100,12287,2014/4/9 6:40
120579,300100,11769,2014/4/9 6:36
120116,300200,11738,2014/4/4 10:08
120170,300200,12243,2014/4/4 10:05
120171,300200,12243,2014/4/4 10:05
120240,300100,11141,2014/4/4 6:41
120337,300100,12287,2014/4/4 6:35
120348,300100,11769,2014/4/4 6:34
121479,300100,11141,2014/4/11 6:42
120442,300200,11985,2014/4/8 10:07
120443,300200,11985,2014/4/8 10:07
120714,300100,11141,2014/4/9 6:48
122672,300100,12287,2014/4/24 6:41
122682,300100,11985,2014/4/24 6:41
136564,9900400,13771,2018/5/17 14:42
136628,9900400,13719,2018/5/18 15:21
136634,9900400,13782,2018/5/18 15:43
140256,9900400,14668,2018/10/29 12:21
140251,9900400,13685,2018/10/29 11:12
140390,9900400,14689,2018/11/4 15:35
113770,300100,10892,2014/2/24 6:31
113848,300100,11963,2014/2/24 6:36
113849,300100,11963,2014/2/24 6:36
113802,300100,12258,2014/2/24 6:34
117785,300100,12051,2014/3/21 6:43
117843,200100,11468,2014/3/21 7:03
117920,300200,11458,2014/3/21 10:09
117885,300200,12195,2014/3/21 10:07
117886,300200,12195,2014/3/21 10:07
117933,300200,11612,2014/3/21 10:10
117970,300200,11902,2014/3/21 10:11
117980,300200,11441,2014/3/21 10:11
118014,300200,11621,2014/3/21 10:14
118074,300100,12051,2014/3/24 6:37
118025,300100,11902,2014/3/24 6:24
115122,300100,12051,2014/3/3 6:43
115191,300200,12051,2014/3/3 10:07
115243,300200,11612,2014/3/3 10:10
115217,300200,12070,2014/3/3 10:09
115702,300100,11902,2014/3/10 6:29
115823,300100,12051,2014/3/10 6:44
131824,9900300,13536,2017/6/30 10:56
131837,9900300,13895,2017/6/30 11:30
131733,9900200,13785,2017/6/30 10:37
131756,9900300,13762,2017/6/30 10:41
131792,9900200,13843,2017/6/30 10:46
131793,9900300,13843,2017/6/30 10:46
131734,9900300,13785,2017/6/30 10:37
131750,9900300,13907,2017/6/30 10:39
132210,9900300,13785,2017/9/22 9:52
132211,9900200,13907,2017/9/22 9:52
132889,9900100,14138,2017/12/13 7:27
133697,9900200,13536,2018/1/25 9:05
120182,300200,12051,2014/4/4 10:05
120257,300100,12051,2014/4/4 6:41
120404,300100,11902,2014/4/4 6:21
120679,300100,12051,2014/4/9 6:44
121452,300100,12051,2014/4/11 6:40
140382,9900500,14483,2018/11/4 6:49
140414,9900400,14075,2018/11/6 11:39
140420,9900400,14507,2018/11/6 14:32
140432,9900500,14483,2018/11/8 12:47
140442,9900400,14481,2018/11/9 6:42
140455,9900500,14483,2018/11/9 6:54
140381,9900400,14483,2018/11/4 6:39
140400,9900500,14052,2018/11/5 7:17
140392,9900400,14052,2018/11/5 7:03
140429,9900400,14483,2018/11/8 12:27
140592,9900400,14052,2018/11/13 12:12
137903,9900400,14645,2018/6/13 19:23
138015,9900400,14074,2018/6/19 20:33
138173,9900400,14074,2018/6/24 18:57
114215,300100,12128,2014/2/27 6:39
114216,300100,12128,2014/2/27 6:39
113809,300100,11902,2014/2/24 6:34
113819,300100,12128,2014/2/24 6:35
113820,300100,12128,2014/2/24 6:35
113927,300100,12051,2014/2/24 6:38
113916,300100,11457,2014/2/24 6:38
114519,300200,11621,2014/2/27 10:10
114632,300100,12128,2014/2/28 6:33
114633,300100,12128,2014/2/28 6:33
128031,200100,11914,2015/3/10 7:37
128066,100000,11923,2015/3/16 7:24
122574,100100,11612,2014/4/17 7:30
122666,300100,12051,2014/4/24 6:41
123591,300100,12128,2014/5/13 6:20
123592,300100,12128,2014/5/13 6:20
134595,9900300,13986,2018/1/27 16:26
134877,9900100,12992,2018/3/21 7:29
134729,9900100,12992,2018/3/2 7:27
134892,9900100,12992,2018/3/22 7:29
134978,9900400,12992,2018/4/13 14:28
137322,9900400,14978,2018/5/31 15:24
139535,9900400,14193,2018/10/11 11:16
139769,9900400,14027,2018/10/17 11:01
136226,9900400,13812,2018/5/11 11:38
134989,9900100,13499,2018/4/15 17:44
134990,9900500,13499,2018/4/15 17:44
135032,9900400,13003,2018/4/17 11:58
135037,9900500,13003,2018/4/17 12:49
135061,9900500,14075,2018/4/17 17:41
130391,9900100,13952,2016/9/23 7:30
136523,9900500,14364,2018/5/17 7:10
136616,9900400,13812,2018/5/18 12:36
136449,9900400,13010,2018/5/15 9:17
136512,9900400,14364,2018/5/17 6:53
136618,9900500,13812,2018/5/18 12:40
136959,9900400,14099,2018/5/25 6:40
131873,9900200,12992,2017/9/13 7:25
140262,9900400,14060,2018/10/29 14:56
140328,9900400,14355,2018/10/30 12:29
140331,9900400,14193,2018/10/30 12:42
140418,9900400,14060,2018/11/6 14:21
140601,9900400,14027,2018/11/13 13:44
131758,9900300,13638,2017/6/30 10:42
132195,9900300,13499,2017/9/22 9:45
132213,9900300,13812,2017/9/22 9:57
132696,9900100,12992,2017/11/23 7:31
132722,9900100,12992,2017/11/29 7:33
132818,9900100,14364,2017/12/8 8:46
132836,9900100,12992,2017/12/7 11:36
133264,9900300,13003,2018/1/15 10:59
133366,9900300,12992,2018/1/16 10:14
133393,9900300,12992,2018/1/17 9:59
133400,9900300,13010,2018/1/17 10:48
117816,300100,12040,2014/3/21 6:45
134427,9900200,14095,2018/1/27 14:37
134544,9900200,14192,2018/1/27 14:50
134487,9900200,13968,2018/1/27 14:42
134634,9900300,14303,2018/1/29 15:08
134679,9900300,13968,2018/1/29 15:31
130451,9900200,12974,2016/10/8 7:15
130620,9900200,12990,2016/11/3 10:33
130626,9900200,12990,2016/11/4 13:06
130093,9900200,13711,2016/8/24 7:20
130354,9900300,12610,2016/9/20 14:35
130365,9900300,12830,2016/9/20 15:06
130377,9900200,12484,2016/9/21 7:10
130385,9900100,12990,2016/9/20 16:45
130678,9900200,13021,2016/11/23 7:09
130709,9900100,12990,2016/11/24 7:33
130731,9900100,12610,2016/11/30 7:30
130765,9900100,12990,2016/12/5 8:21
130767,9900200,13006,2016/12/5 8:21
130649,9900200,12731,2016/11/18 7:29
130885,9900100,12990,2016/12/23 7:30
136329,9900400,14318,2018/5/11 15:35
139842,9900400,14117,2018/10/19 16:34
140110,9900400,14117,2018/10/26 16:29
140321,9900400,14166,2018/10/30 11:54
140255,9900400,14102,2018/10/29 12:15
136647,9900400,14095,2018/5/18 16:29
131120,9900100,12990,2017/3/6 7:30
117805,300100,12012,2014/3/21 6:44
117884,300200,11573,2014/3/21 10:07
117917,300200,12223,2014/3/21 10:09
118173,300100,12012,2014/3/24 6:43
115007,300100,12294,2014/3/3 6:36
115295,300200,12313,2014/3/3 10:13
115218,300200,12317,2014/3/3 10:08
115256,300200,12333,2014/3/3 10:11
115257,300200,12333,2014/3/3 10:11
115664,100100,12336,2014/3/7 7:37
115694,300100,12322,2014/3/10 6:24
115705,300100,12294,2014/3/10 6:30
115680,200100,12348,2014/3/5 7:36
115682,200100,12012,2014/3/4 7:36
115821,300100,12012,2014/3/10 6:44
140630,9900400,14081,2018/11/15 16:39
137528,9900100,14547,2018/6/4 7:28
137788,9900200,13968,2018/6/10 7:24
137857,9900200,14192,2018/6/12 7:23
133153,9900200,14327,2018/1/5 7:17
133153,9900200,14435,2018/1/5 7:17
132893,9900100,14174,2017/12/13 7:42
133419,9900300,14327,2018/1/17 13:03
133419,9900300,14435,2018/1/17 13:03
133299,9900300,14327,2018/1/15 11:56
133299,9900300,14435,2018/1/15 11:56
133544,9900300,14327,2018/1/25 7:14
133544,9900300,14435,2018/1/25 7:14
118398,300100,12294,2014/3/25 6:28
118636,300100,12294,2014/3/26 6:32
139587,9900500,15003,2018/10/12 7:01
139675,9900500,15934,2018/10/14 12:05
139722,9900400,14606,2018/10/15 16:39
139723,9900500,14606,2018/10/15 18:33
134269,9900300,13545,2018/1/27 11:23
134470,9900200,13876,2018/1/27 14:41
134476,9900200,13545,2018/1/27 14:41
134383,9900200,13825,2018/1/27 14:33
134386,9900200,13733,2018/1/27 14:34
134349,9900300,13825,2018/1/27 12:46
134495,9900200,13996,2018/1/27 14:43
134623,9900100,13825,2018/1/29 9:00
134625,9900300,13996,2018/1/29 14:37
134665,9900300,14048,2018/1/29 15:21
138456,9900500,14141,2018/9/4 9:49
138318,9900100,14883,2018/7/2 7:29
138478,9900400,14799,2018/9/5 14:49
138756,9900400,15003,2018/9/19 6:54
138759,9900500,15003,2018/9/19 7:01
132928,9900100,13655,2017/12/14 12:10
133011,9900100,14426,2017/12/22 13:30
133082,9900200,14426,2018/1/2 7:37
139800,9900500,15003,2018/10/18 7:03
139789,9900400,15003,2018/10/18 6:51
142431,9900400,14606,2019/1/10 15:46
142411,9900100,14799,2019/1/10 7:27
142598,9900400,14780,2019/1/18 11:17
139888,9900400,15954,2018/10/21 10:05
139828,9900400,14847,2018/10/19 15:47
139862,9900400,14268,2018/10/19 16:50
139873,9900400,15934,2018/10/21 8:10
130584,9900100,12975,2016/11/3 7:26
130588,9900200,12961,2016/11/4 7:01
130590,9900200,14389,2016/11/4 7:06
130482,9900200,13540,2016/10/13 7:14
130643,9900200,14389,2016/11/18 7:12
130670,9900200,12964,2016/11/18 7:30
130617,9900100,12912,2016/11/9 7:31
136731,9900400,13668,2018/5/21 12:08
136398,9900400,13937,2018/5/14 12:00
136434,9900400,14026,2018/5/15 7:01
136437,9900500,14026,2018/5/15 7:23
136439,9900500,14026,2018/5/15 7:23
136492,9900400,13937,2018/5/16 15:18
136522,9900400,14026,2018/5/17 7:03
136543,9900400,13937,2018/5/17 11:26
136917,9900400,14026,2018/5/24 7:02
136923,9900500,14026,2018/5/24 7:24
140065,9900400,14096,2018/10/25 13:05
140135,9900100,15948,2018/10/27 16:20
140136,9900400,15948,2018/10/27 16:20
140142,9900500,15948,2018/10/27 17:25
140152,9900400,15948,2018/10/28 10:01
140224,9900500,15948,2018/10/28 12:10
115948,300200,11732,2014/3/10 10:09
116036,300100,11774,2014/3/11 6:34
116049,300100,11754,2014/3/11 6:36
138182,9900500,14921,2018/6/27 17:50
138183,9900500,14898,2018/6/27 17:51
138184,9900500,14913,2018/6/27 17:51
120186,300200,11774,2014/4/4 10:04
120205,300200,11915,2014/4/4 10:01
120206,300200,11915,2014/4/4 10:01
120207,300200,11915,2014/4/4 10:01
120209,300100,11742,2014/4/4 6:49
120273,300100,11125,2014/4/4 6:40
120307,300100,11116,2014/4/4 6:38
120387,300100,11734,2014/4/4 6:29
120638,300100,11732,2014/4/9 6:42
121482,300100,11116,2014/4/11 6:42
121540,100100,11207,2014/4/11 7:37
120565,300100,11774,2014/4/9 6:34
120674,300100,11116,2014/4/9 6:44
120713,300100,11742,2014/4/9 6:48
121008,300100,11116,2014/4/10 6:40
128055,100100,11802,2015/3/13 7:37
128107,200100,11802,2015/3/17 7:20
128076,100100,11802,2015/3/17 7:28
128178,100100,11794,2015/3/25 7:29
122531,300100,11732,2014/4/17 6:44
122549,300100,11915,2014/4/17 6:45
122550,300100,11915,2014/4/17 6:45
122551,300100,11915,2014/4/17 6:45
120202,300200,12230,2014/4/4 10:02
120203,300200,12254,2014/4/4 10:02
120212,300100,11399,2014/4/4 6:46
120247,300100,11406,2014/4/4 6:41
120260,300100,11858,2014/4/4 6:40
120270,300100,12230,2014/4/4 6:40
120277,300100,12254,2014/4/4 6:39
120314,300100,12101,2014/4/4 6:38
120315,300100,12101,2014/4/4 6:38
137988,9900400,14856,2018/6/19 6:38
137838,9900500,14856,2018/6/11 6:46
138049,9900400,14856,2018/6/21 6:31
138050,9900500,14856,2018/6/21 6:36
138051,9900400,14502,2018/6/21 6:40
138079,9900200,14659,2018/6/22 7:25
